sheng,shi,xian,xiangzhen,cun,geocodeAdd,lon,lat
广东省,揭阳市,普宁市,池尾街道,高埕村,广东省高埕村,116.133323,23.312585
广东省,揭阳市,普宁市,池尾街道,高明村,广东省高明村,NA,NA
广东省,揭阳市,普宁市,池尾街道,贵政山村,广东省贵政山村,116.141684,23.29071
广东省,揭阳市,普宁市,池尾街道,华市村,广东省华市村,116.156672,23.308713
广东省,揭阳市,普宁市,池尾街道,山湖村,广东省山湖村,113.470214,23.849058
广东省,揭阳市,普宁市,池尾街道,上寮村,广东省上寮村,113.837821,22.724625
广东省,揭阳市,普宁市,池尾街道,松柏岭村,广东省松柏岭村,116.117276,23.284126
广东省,揭阳市,普宁市,池尾街道,塔丰村,广东省塔丰村,116.129433,23.295189
广东省,揭阳市,普宁市,池尾街道,塘边村,广东省塘边村,113.87697,22.990752
广东省,揭阳市,普宁市,池尾街道,西清村,广东省西清村,116.138271,23.323808
广东省,揭阳市,普宁市,池尾街道,新寮村,广东省新寮村,116.249173,23.701312
广东省,揭阳市,普宁市,池尾街道,钟潭村,广东省钟潭村,116.136732,23.293999
广东省,揭阳市,普宁市,军埠镇,大长陇村,广东省大长陇村,116.275592,23.243796
广东省,揭阳市,普宁市,军埠镇,莲坛村,广东省莲坛村,113.7632828,23.3790333
广东省,揭阳市,普宁市,军埠镇,石桥头村,广东省石桥头村,116.289177,23.277482
广东省,揭阳市,普宁市,燎原镇,光南村,广东省光南村,116.169649,23.334931
广东省,揭阳市,普宁市,燎原镇,果陇村,广东省果陇村,116.168074,23.341785
广东省,揭阳市,普宁市,燎原镇,泥沟村,广东省泥沟村,116.148215,23.344036
广东省,揭阳市,普宁市,燎原镇,乌石村,广东省乌石村,116.512687,23.354303
广东省,揭阳市,普宁市,流沙北街道,白沙陇村,广东省白沙陇村,116.162482,23.29955
广东省,揭阳市,普宁市,流沙北街道,南园村,广东省南园村,116.170186,23.307444
广东省,揭阳市,普宁市,流沙北街道,西陇村,广东省西陇村,116.17514,23.316563
广东省,揭阳市,普宁市,流沙北街道,小扬美村,广东省小扬美村,116.189954,23.327788
广东省,揭阳市,普宁市,流沙北街道,新村,广东省新村,113.291836,23.137942
广东省,揭阳市,普宁市,流沙南街道,东埔村,广东省东埔村,116.59454,23.680188
广东省,揭阳市,普宁市,流沙南街道,光草洋村,广东省光草洋村,116.178359,23.285742
广东省,揭阳市,普宁市,流沙南街道,马栅村,广东省马栅村,116.201011,23.27666
广东省,揭阳市,普宁市,流沙南街道,泗竹埔村,广东省泗竹埔村,116.191024,23.275598
广东省,揭阳市,普宁市,梅塘镇,泗坑村,广东省泗坑村,116.125127,23.325425
广东省,揭阳市,普宁市,梅塘镇,涂洋村,广东省涂洋村,116.111128,23.338002
广东省,揭阳市,普宁市,梅塘镇,溪南村,广东省溪南村,116.089107,23.3797
广东省,揭阳市,普宁市,梅塘镇,长美村,广东省长美村,116.058764,23.354638
广东省,揭阳市,普宁市,南径镇,龙门村,广东省龙门村,112.164433,22.544226
广东省,揭阳市,普宁市,南径镇,青洋山村,广东省青洋山村,116.31739,23.308907
广东省,揭阳市,普宁市,南溪镇,钟堂村,广东省钟堂村,116.24709,23.489635
广东省,揭阳市,普宁市,麒麟镇,月屿村,广东省月屿村,116.328592,23.370315
广东省,揭阳市,普宁市,下架山镇,横溪村,广东省横溪村,116.550647,23.689224
广东省,揭阳市,普宁市,下架山镇,咸寮村,广东省咸寮村,116.212281,23.241932
广东省,揭阳市,普宁市,占陇镇,交丙坛村,广东省交丙坛村,116.236033,23.290679
广东省,揭阳市,普宁市,占陇镇,朴兜村,广东省朴兜村,116.279635,23.284128
广东省,揭阳市,普宁市,占陇镇,西楼村,广东省西楼村,116.286887,23.290473
广东省,揭阳市,普宁市,占陇镇,下村,广东省下村,113.883918,22.788867
广东省,揭阳市,普宁市,占陇镇,下寨村,广东省下寨村,116.959617,23.714836
广东省,揭阳市,普宁市,占陇镇,占陈村,广东省占陈村,116.269494,23.285291
广东省,揭阳市,普宁市,占陇镇,占苏村,广东省占苏村,116.265932,23.290085
广东省,揭阳市,普宁市,占陇镇,占杨村,广东省占杨村,116.257802,23.288222
广东省,汕头市,潮南区,陈店镇,浮草村,广东省浮草村,116.334176,23.296941
广东省,汕头市,潮南区,陈店镇,港后村,广东省港后村,116.34115,23.285352
广东省,汕头市,潮南区,陈店镇,流仙村,广东省流仙村,116.352902,23.290274
广东省,汕头市,潮南区,陈店镇,内新村,广东省内新村,116.323659,23.300111
广东省,汕头市,潮南区,陈店镇,新溪西村,广东省新溪西村,116.303669,23.264069
广东省,汕头市,潮南区,陈店镇,洋新村,广东省洋新村,115.888099,23.99924
广东省,汕头市,潮南区,成田镇,简朴村,广东省简朴村,116.480567,23.168759
广东省,汕头市,潮南区,成田镇,深沟村,广东省深沟村,116.484476,23.195535
广东省,汕头市,潮南区,成田镇,西岐村,广东省西岐村,116.473787,23.191793
广东省,汕头市,潮南区,两英镇,东北村,广东省东北村,116.3927,23.205553
广东省,汕头市,潮南区,两英镇,禾皋村,广东省禾皋村,116.34679,23.229852
广东省,汕头市,潮南区,两英镇,西新村,广东省西新村,116.383957,23.206287
广东省,汕头市,潮南区,陇田镇,芝兰村,广东省芝兰村,116.522996,23.172168
广东省,汕头市,潮南区,陇田镇,珠埕村,广东省珠埕村,116.508805,23.190509
广东省,汕头市,潮南区,胪岗镇,泗和村,广东省泗和村,111.66298,22.691172
广东省,汕头市,潮南区,胪岗镇,泗黄村,广东省泗黄村,116.446239,23.231217
广东省,汕头市,潮南区,胪岗镇,溪尾周村,广东省溪尾周村,116.436088,23.216121
广东省,汕头市,潮南区,胪岗镇,新庆村,广东省新庆村,116.458209,23.242121
广东省,汕头市,潮南区,司马浦镇,华里西村,广东省华里西村,116.364635,23.287946
广东省,汕头市,潮南区,司马浦镇,溪美朱村,广东省溪美朱村,116.354005,23.268662
广东省,汕头市,潮南区,司马浦镇,下店村,广东省下店村,116.380287,23.2412
广东省,汕头市,潮南区,司马浦镇,仙港村,广东省仙港村,116.394525,23.271088
广东省,汕头市,潮南区,峡山街道,陈禾陂村,广东省陈禾陂村,116.389059,23.232066
广东省,汕头市,潮南区,峡山街道,东溪村,广东省东溪村,NA,NA
广东省,汕头市,潮南区,峡山街道,沟头村,广东省沟头村,116.393079,23.245669
广东省,汕头市,潮南区,峡山街道,练南村,广东省练南村,116.457974,23.259516
广东省,汕头市,潮南区,峡山街道,西港村,广东省西港村,116.426494,23.229902
广东省,汕头市,潮南区,峡山街道,西沟村,广东省西沟村,NA,NA
广东省,汕头市,潮南区,峡山街道,洋汾陈村,广东省洋汾陈村,116.397472,23.254906
广东省,汕头市,潮阳区,谷饶镇,大坑村,广东省大坑村,116.523989,24.238216
广东省,汕头市,潮阳区,谷饶镇,东明村,广东省东明村,114.571081,22.872407
广东省,汕头市,潮阳区,贵屿镇,湄洲村,广东省湄洲村,116.341606,23.310027
广东省,汕头市,潮阳区,贵屿镇,山力村,广东省山力村,116.386361,23.348328
广东省,汕头市,潮阳区,贵屿镇,西美村,广东省西美村,116.361219,23.359319
广东省,汕头市,潮阳区,贵屿镇,仙马村,广东省仙马村,116.360141,23.295404
广东省,汕头市,潮阳区,河溪镇,东陇村,广东省东陇村,116.594858,23.570716
广东省,汕头市,潮阳区,铜盂镇,河陇村,广东省河陇村,116.440521,23.306355
广东省,汕头市,潮阳区,铜盂镇,肖渡村,广东省肖渡村,116.410509,23.275925
广东省,汕头市,澄海区,东里镇,南社村,广东省南社村,113.901007,23.064849
广东省,汕头市,澄海区,莲上镇,涂城村,广东省涂城村,116.793392,23.521102
广东省,汕头市,澄海区,莲上镇,永新村,广东省永新村,116.790892,23.508621
广东省,汕头市,澄海区,莲上镇,竹林村,广东省竹林村,114.02546,22.53718
广东省,汕头市,澄海区,莲下镇,北湾村,广东省北湾村,116.812997,23.482165
广东省,汕头市,澄海区,莲下镇,槐东村,广东省槐东村,116.792748,23.498613
广东省,汕头市,澄海区,莲下镇,槐泽村,广东省槐泽村,116.787138,23.499622
广东省,汕头市,澄海区,莲下镇,建阳村,广东省建阳村,116.789033,23.491485
广东省,汕头市,澄海区,莲下镇,窖西村,广东省窖西村,116.759791,23.537995
广东省,汕头市,澄海区,莲下镇,立德村,广东省立德村,116.78771,23.496751
广东省,汕头市,澄海区,莲下镇,南湾村,广东省南湾村,116.808252,23.47042
广东省,汕头市,澄海区,上华镇,渡头村,广东省渡头村,112.989439,21.989614
广东省,汕头市,澄海区,溪南镇,埭头村,广东省埭头村,116.805936,23.544883
广东省,汕头市,澄海区,溪南镇,上岱美村,广东省上岱美村,116.802851,23.538101
广东省,汕头市,澄海区,溪南镇,下岱美村,广东省下岱美村,116.80078,23.532476
广东省,汕头市,龙湖区,外砂镇,李厝村,广东省李厝村,116.968091,23.670885
广东省,汕头市,龙湖区,外砂镇,南社村,广东省南社村,113.901007,23.064849
广东省,汕头市,龙湖区,外砂镇,内陇村,广东省内陇村,116.759816,23.44306
广东省,汕头市,龙湖区,外砂镇,蓬中村,广东省蓬中村,116.754281,23.436919
广东省,汕头市,龙湖区,珠池街道,广兴村,广东省广兴村,116.74378,23.369397
广东省,汕尾市,陆丰市,碣石镇,桂林村,广东省桂林村,112.855618,22.434936
广东省,珠海市,斗门区,井岸镇,西埔村,广东省西埔村,113.268828,22.162244
广东省,珠海市,斗门区,井岸镇,新青村,广东省新青村,113.299115,22.149318
河北省,保定市,安新县,安新镇,大张庄村,河北省大张庄村,115.387149,38.693636
河北省,保定市,白沟新城,白沟镇,白五村,河北省白五村,114.87983,39.95597
河北省,保定市,白沟新城,白沟镇,来远村,河北省来远村,116.032941,39.126574
河北省,保定市,白沟新城,白沟镇,王庄村,河北省王庄村,115.763975,37.12222
河北省,保定市,白沟新城,白沟镇,小营村,河北省小营村,116.535571,39.585272
河北省,保定市,白沟新城,白沟镇,许庄村,河北省许庄村,118.130834,39.632008
河北省,保定市,高碑店市,梁家营乡,梁北村,河北省梁北村,115.94925,39.265217
河北省,保定市,高碑店市,新城镇,南场村,河北省南场村,118.3696,39.73417
河北省,保定市,高碑店市,张六庄乡,南宫井村,河北省南宫井村,116.180847,39.183817
河北省,保定市,蠡县,南庄镇,后刘市村,河北省后刘市村,115.655559,38.391807
河北省,保定市,蠡县,南庄镇,林里村,河北省林里村,115.608544,38.383788
河北省,保定市,蠡县,辛兴镇,南沙口村,河北省南沙口村,115.015044,36.291679
河北省,保定市,蠡县,辛兴镇,辛兴村,河北省辛兴村,115.122188,38.497236
河北省,保定市,清苑县,东吕乡,东吕村,河北省东吕村,115.039682,36.142345
河北省,保定市,曲阳县,羊平镇,北村,河北省北村,114.600981,37.075861
河北省,保定市,曲阳县,羊平镇,南村,河北省南村,114.645657,38.062428
河北省,保定市,容城县,大河镇,西里村,河北省西里村,114.935635,38.057414
河北省,保定市,容城县,晾马台镇,王家营村,河北省王家营村,115.77778,38.566039
河北省,保定市,雄县,龙湾镇,大步村,河北省大步村,116.181108,38.996278
河北省,沧州市,泊头市,富镇镇,富镇村,河北省富镇村,116.144372,38.03078
河北省,沧州市,泊头市,富镇镇,孟屯村,河北省孟屯村,114.477724,37.209062
河北省,沧州市,肃宁县,河北留善寺乡,韩村,河北省韩村,115.474147,38.891124
河北省,沧州市,肃宁县,河北留善寺乡,河北村,河北省河北村,115.788326,37.968226
河北省,沧州市,肃宁县,河北留善寺乡,河南留善寺村,河北省河南留善寺村,116.008313,38.380024
河北省,沧州市,肃宁县,河北留善寺乡,南曹庄村,河北省南曹庄村,116.860268,39.96526799999999
河北省,沧州市,肃宁县,河北留善寺乡,西乾泊村,河北省西乾泊村,116.018725,38.401308
河北省,沧州市,肃宁县,河北留善寺乡,徐家庄村,河北省徐家庄村,115.013532,38.73889
河北省,沧州市,肃宁县,万里镇,官厅村,河北省官厅村,114.673137,40.21587299999999
河北省,沧州市,肃宁县,万里镇,西辛庄村,河北省西辛庄村,116.370361,38.172931
河北省,邯郸市,峰峰矿区,彭城镇,街王庄村,河北省街王庄村,114.180525,36.440754
河北省,邯郸市,永年县,临洺关镇,河北铺村,河北省河北铺村,114.496785,36.808253
河北省,衡水市,枣强县,肖张镇,肖张村,河北省肖张村,115.728171,37.598317
河北省,廊坊市,霸州市,胜芳镇,崔庄子村,河北省崔庄子村,117.16982,39.97020699999999
河北省,廊坊市,霸州市,王庄子乡,王泊村,河北省王泊村,116.61814,39.083203
河北省,廊坊市,霸州市,信安镇,高桥村,河北省高桥村,116.638106,39.118107
河北省,廊坊市,大城县,广安镇,大广安村,河北省大广安村,116.532443,38.626989
河北省,廊坊市,固安县,礼让店乡,康家务村,河北省康家务村,116.259201,39.245212
河北省,廊坊市,广阳区,南尖塔镇,北尖塔村,河北省北尖塔村,116.70071,39.563816
河北省,廊坊市,三河市,燕郊镇,行宫村,河北省行宫村,116.80787,39.94428
河北省,秦皇岛市,北戴河区,戴河镇,北戴河村,河北省北戴河村,119.423146,39.862368
河北省,石家庄市,藁城市,梅花镇,南高庄村,河北省南高庄村,114.359383,38.100616
河北省,石家庄市,藁城市,梅花镇,屯头村,河北省屯头村,114.852013,37.918069
河北省,石家庄市,晋州市,东卓宿镇,陈家庄村,河北省陈家庄村,114.563345,38.305104
河北省,石家庄市,晋州市,马于镇,吕家庄村,河北省吕家庄村,115.100764,38.409794
河北省,石家庄市,晋州市,马于镇,马于村,河北省马于村,115.128055,37.971281
河北省,石家庄市,晋州市,桃园镇,东小留村,河北省东小留村,115.042566,37.891658
河北省,石家庄市,晋州市,小樵镇,田村,河北省田村,115.160825,38.121699
河北省,石家庄市,深泽县,白庄乡,大直要村,河北省大直要村,115.26977,38.220279
河北省,石家庄市,深泽县,白庄乡,南张庄村,河北省南张庄村,114.580076,39.820495
河北省,石家庄市,深泽县,白庄乡,小堡村,河北省小堡村,115.285607,38.219455
河北省,石家庄市,深泽县,桥头乡,方元村,河北省方元村,115.11734,38.145523
河北省,石家庄市,深泽县,桥头乡,耿庄村,河北省耿庄村,115.14612,38.141868
河北省,石家庄市,无极县,张段固镇,王吕村,河北省王吕村,116.180866,37.939644
河北省,石家庄市,新华区,杜北乡,南高基村,河北省南高基村,114.473992,38.1131
河北省,石家庄市,正定县,正定镇,北贾村,河北省北贾村,114.547489,38.198739
河北省,唐山市,迁安市,杨店子镇,滨河村,河北省滨河村,118.57488,39.993073
河北省,邢台市,南宫市,垂杨镇,后索泸村,河北省后索泸村,115.538598,37.150785
河北省,邢台市,南宫市,垂杨镇,前索泸村,河北省前索泸村,115.538598,37.150785
河北省,邢台市,南宫市,垂杨镇,宋都水村,河北省宋都水村,115.61412,37.21082699999999
河北省,邢台市,南宫市,段芦头镇,段四村,河北省段四村,115.679699,37.179232
河北省,邢台市,南宫市,段芦头镇,段一村,河北省段一村,114.9042208,37.8956594
河北省,邢台市,南宫市,段芦头镇,南张庄村,河北省南张庄村,114.580076,39.820495
河北省,邢台市,南宫市,紫冢镇,赵都水村,河北省赵都水村,115.62704,37.213439
河北省,邢台市,宁晋县,凤凰镇,杨家庄村,河北省杨家庄村,116.364056,39.419103
河北省,邢台市,宁晋县,河渠镇,河渠村,河北省河渠村,114.832675,37.600341
河北省,邢台市,平乡县,丰州镇,霍洪村,河北省霍洪村,115.094449,37.058819
河北省,邢台市,平乡县,丰州镇,李冯马村,河北省李冯马村,115.079427,37.064779
河北省,邢台市,平乡县,丰州镇,梁里马村,河北省梁里马村,115.082746,37.055162
河北省,邢台市,平乡县,丰州镇,孟冯马村,河北省孟冯马村,115.079392,37.066162
河北省,邢台市,平乡县,丰州镇,田禾村,河北省田禾村,115.097021,37.05018
河北省,邢台市,平乡县,丰州镇,张冯马村,河北省张冯马村,115.074714,37.079167
河北省,邢台市,平乡县,丰州镇,左冯马村,河北省左冯马村,115.077256,37.069774
河北省,邢台市,平乡县,河古庙镇,高阜镇村,河北省高阜镇村,115.070598,36.98369599999999
河北省,邢台市,平乡县,田付村乡,艾村,河北省艾村,115.008445,37.005217
河北省,邢台市,平乡县,田付村乡,田付村,河北省田付村,115.032123,37.005166
河北省,邢台市,清河县,葛仙庄镇,东高庄村,河北省东高庄村,115.700078,37.112362
河北省,邢台市,清河县,葛仙庄镇,花园村,河北省花园村,115.846832,37.26629700000001
河北省,邢台市,清河县,葛仙庄镇,黄金庄村,河北省黄金庄村,115.69825,37.098617
河北省,邢台市,清河县,葛仙庄镇,郎吕坡村,河北省郎吕坡村,115.680196,37.129773
河北省,邢台市,清河县,葛仙庄镇,西高庄村,河北省西高庄村,115.688631,37.109796
河北省,邢台市,清河县,葛仙庄镇,许二庄村,河北省许二庄村,115.716682,37.11487899999999
河北省,邢台市,清河县,葛仙庄镇,杨二庄村,河北省杨二庄村,115.727042,37.084418
河北省,邢台市,清河县,葛仙庄镇,张二庄村,河北省张二庄村,116.879445,38.478965
河北省,邢台市,清河县,连庄镇,东张古村,河北省东张古村,115.749526,37.113722
河北省,邢台市,清河县,连庄镇,后段庄村,河北省后段庄村,115.76057,37.140887
河北省,邢台市,清河县,连庄镇,双城集村,河北省双城集村,115.771069,37.070187
河北省,邢台市,清河县,连庄镇,田沙土村,河北省田沙土村,115.714492,37.128977
河北省,邢台市,清河县,连庄镇,西张古村,河北省西张古村,115.74192,37.112648
河北省,邢台市,清河县,连庄镇,西张宽村,河北省西张宽村,115.73691,37.149401
河北省,邢台市,清河县,谢炉镇,陈庄村,河北省陈庄村,117.103508,39.9045
河北省,邢台市,清河县,谢炉镇,王双庙村,河北省王双庙村,115.697021,37.062028
河南省,焦作市,孟州市,南庄镇,桑坡村,河南省桑坡村,112.870275,34.907011
河南省,洛阳市,孟津县,平乐镇,平乐村,河南省平乐村,112.589667,34.746343
河南省,洛阳市,偃师市,缑氏镇,马屯村,河南省马屯村,112.352496,34.854463
河南省,洛阳市,伊滨区,庞村镇,掘山村,河南省掘山村,112.6473,34.635242
河南省,南阳市,镇平县,石佛寺镇,贺庄村,河南省贺庄村,113.692284,35.075733
河南省,南阳市,镇平县,石佛寺镇,石佛寺村,河南省石佛寺村,114.271754,35.653284
河南省,商丘市,夏邑县,何营乡,王营村,河南省王营村,NA,NA
河南省,许昌市,许昌县,灵井镇,郭店村,河南省郭店村,112.966279,34.516953
河南省,许昌市,许昌县,灵井镇,霍庄村,河南省霍庄村,114.960579,33.29112
河南省,许昌市,长葛市,大周镇,和尚杨村,河南省和尚杨村,113.852549,34.31245
河南省,许昌市,长葛市,大周镇,双庙李村,河南省双庙李村,113.84341,34.30815
河南省,许昌市,长葛市,官亭乡,岗李村,河南省岗李村,113.909907,34.474785
河南省,许昌市,长葛市,官亭乡,尚庄村,河南省尚庄村,114.024502,34.708609
湖北省,十堰市,郧西县,涧池乡,下营村,湖北省下营村,110.310355,32.887597
湖南省,益阳市,桃江县,桃花江镇,株木潭村,湖南省株木潭村,112.240084,28.542869
吉林省,延边朝鲜族自治州,安图县,二道白河镇,长白村,吉林省长白村,124.292042,45.494639
江苏省,常州市,溧阳市,溧城镇,昆仑村,江苏省昆仑村,119.496612,31.460844
江苏省,常州市,溧阳市,天目湖镇,天目湖村,江苏省天目湖村,NA,NA
江苏省,常州市,武进区,奔牛镇,东桥村,江苏省东桥村,120.583769,31.688594
江苏省,常州市,武进区,横林镇,崔北村,江苏省崔北村,120.119332,31.72811999999999
江苏省,常州市,武进区,横林镇,双蓉村,江苏省双蓉村,120.126528,31.731828
江苏省,常州市,武进区,横山桥镇,省庄村,江苏省省庄村,119.70673,31.233659
江苏省,常州市,武进区,湖塘镇,大学新村,江苏省大学新村,118.812261,32.030315
江苏省,常州市,武进区,邹区镇,安基村,江苏省安基村,120.00749,31.877132
江苏省,常州市,武进区,邹区镇,戴庄村,江苏省戴庄村,119.234337,31.651585
江苏省,常州市,新北区,春江镇,圩塘村,江苏省圩塘村,119.991723,31.94305
江苏省,常州市,新北区,孟河镇,九龙村,江苏省九龙村,121.384729,32.342255
江苏省,常州市,新北区,孟河镇,庙边村,江苏省庙边村,119.865087,32.05274900000001
江苏省,连云港市,东海县,牛山镇,西蔡村,江苏省西蔡村,120.424331,31.237621
江苏省,连云港市,东海县,曲阳乡,薛埠村,江苏省薛埠村,119.378616,31.726937
江苏省,连云港市,灌云县,伊山镇,新村,江苏省新村,118.5980993,31.8456106
江苏省,南通市,海安县,城东镇,西场村,江苏省西场村,120.597203,32.520924
江苏省,南通市,海门市,海门镇,海新村,江苏省海新村,121.148987,31.880454
江苏省,南通市,启东市,吕四港镇,天汾镇村,江苏省天汾镇村,121.548411,32.062937
江苏省,南通市,通州区,川姜镇,川北村,江苏省川北村,121.070092,31.938412
江苏省,南通市,通州区,川姜镇,川南村,江苏省川南村,121.064529,31.921576
江苏省,南通市,通州区,川姜镇,姜川村,江苏省姜川村,121.051842,31.974313
江苏省,南通市,通州区,川姜镇,磨框镇村,江苏省磨框镇村,121.060523,31.970809
江苏省,南通市,通州区,川姜镇,三合口村,江苏省三合口村,121.040477,31.959204
江苏省,南通市,通州区,川姜镇,双桥村,江苏省双桥村,119.894664,31.262107
江苏省,南通市,通州区,川姜镇,义成村,江苏省义成村,121.066311,31.990323
江苏省,南通市,通州区,川姜镇,志浩村,江苏省志浩村,119.7889248,33.1401715
江苏省,南通市,通州区,川姜镇,志南村,江苏省志南村,119.7889248,33.1401715
江苏省,南通市,通州区,金沙镇,新村,江苏省新村,118.5980993,31.8456106
江苏省,南通市,通州区,张芝山镇,塘坊村,江苏省塘坊村,117.259684,34.177115
江苏省,苏州市,常熟市,古里镇,新桥村,江苏省新桥村,120.808844,31.638948
江苏省,苏州市,常熟市,海虞镇,福山村,江苏省福山村,120.763507,31.800333
江苏省,苏州市,常熟市,梅李镇,赵市村,江苏省赵市村,120.845155,31.737341
江苏省,苏州市,常熟市,沙家浜镇,常昆村,江苏省常昆村,120.840875,31.546411
江苏省,苏州市,常熟市,尚湖镇,蒋巷镇村,江苏省蒋巷镇村,120.674243,31.63913
江苏省,苏州市,常熟市,尚湖镇,颜巷村,江苏省颜巷村,120.690938,31.620997
江苏省,苏州市,常熟市,尚湖镇,鸳鸯桥村,江苏省鸳鸯桥村,120.676941,31.610539
江苏省,苏州市,常熟市,虞山镇,安定村,江苏省安定村,120.732697,31.617362
江苏省,苏州市,常熟市,虞山镇,大兴村,江苏省大兴村,118.91013,34.686164
江苏省,苏州市,常熟市,虞山镇,甸桥村,江苏省甸桥村,120.727159,31.644369
江苏省,苏州市,常熟市,虞山镇,甸头新村,江苏省甸头新村,119.7889248,33.1401715
江苏省,苏州市,常熟市,虞山镇,湖鹤新村,江苏省湖鹤新村,120.717208,31.581991
江苏省,苏州市,常熟市,虞山镇,湖泾村,江苏省湖泾村,120.744619,31.622828
江苏省,苏州市,常熟市,虞山镇,花溪村,江苏省花溪村,120.761266,31.62597
